vOTU,GENOME_LENGTH,GENOME_COVERAGE,NEAR_COMPLETE,ORDER,FAMILY,GENUS,NOVEL_GENUS,SPECIES,NOVEL_SPECIES,HOST_GENBANK_ACCESSION,HOST_GENUS,HOST_NAME,VC,SUBCLUSTER,REF_PHAGES_IN_VC,VC_IDENTITY,C1RH_J,C1RH_M,C1RH_N,C1RO_J,C1RO_M,C1S_J,C1S_M,C1S_N,C2RH_J,C2RH_M,C2RH_N,C2RO_J,C2RO_M,C2RO_N,C2S_J,C2S_M,C2S_N,C3RH_J,C3RH_M,C3RH_N,C3RO_J,C3RO_M,C3RO_N,C3S_J,C3S_M,C3S_N,C4RH_J,C4RH_M,C4RH_N,C4RO_M,C4RO_N,C4S_J,C4S_M,C4S_N,V1RH_J,V1RH_M,V1RH_N,V1RO_J,V1RO_N,V1S_J,V1S_M,V1S_N,V2RH_J,V2RH_N,V2RO_M,V2RO_N,V2S_J,V2S_M,V2S_N,V3RH_J,V3RH_M,V3RH_N,V3RO_J,V3RO_M,V3RO_N,V3S_J,V3S_M,V3S_N,V4RH_J,V4RH_M,V4RH_N,V4RO_J,V4RO_M,V4RO_N,V4S_J,V4S_M,V4S_N
ssRNA_79916,3612,10.39144,NO,Timlovirales,Steitzviridae,Genus_189,NO,Species_1515,YES,NA,NA,NA,1806,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_70850,3672,16.47051,YES,Norzivirales,Fiersviridae,Genus_481,YES,Species_1441,YES,NA,NA,NA,2574,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_56015,3797,135.9181,YES,Norzivirales,Fiersviridae,Genus_702,YES,Species_2066,YES,NA,NA,NA,3105,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8539,0,0,0,0,0,0,0,0,0,0,0
ssRNA_86152,3834,30.09801,YES,Norzivirales,Fiersviridae,Genus_196,YES,Species_466,YES,NA,NA,NA,2296,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_43464,4019,16.12911,YES,Timlovirales,Steitzviridae,Genus_252,YES,Species_609,YES,NA,NA,NA,2809,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_1318,4031,7.84131,YES,Timlovirales,Steitzviridae,Genus_364,YES,Species_1851,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_77666,4037,89.83174,NO,Timlovirales,Steitzviridae,Genus_117,NO,Species_819,YES,NA,NA,NA,1895,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_15557,4367,8.943103,YES,Norzivirales,Fiersviridae,Genus_680,YES,Species_2023,YES,NA,NA,NA,2056,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_117592,4979,18.20577,YES,Norzivirales,Fiersviridae,Genus_378,NO,Species_1595,YES,NA,NA,NA,2278,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_72613,1564,2.23686,NO,Timlovirales,Steitzviridae,Genus_1057,YES,Species_3062,YES,GCA_002844665.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_49581,2762,26.99111,NO,Timlovirales,Steitzviridae,Genus_364,YES,Species_1845,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_49442,3327,6.858323,YES,Timlovirales,Steitzviridae,Genus_91,NO,Species_246,YES,NA,NA,NA,2490,0,NO,VC,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_59773,3504,9.374964,YES,Norzivirales,Fiersviridae,Genus_863,NO,Species_2706,YES,NA,NA,NA,2124,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_7406,3568,25.14676,YES,Norzivirales,Fiersviridae,Genus_830,YES,Species_2636,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,82,0,0,0,0,0,0
ssRNA_79917,3612,6.506055,NO,Norzivirales,Fiersviridae,Genus_211,NO,Species_1772,YES,NA,NA,NA,2428,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_335,3685,19.70944,YES,Norzivirales,Fiersviridae,Genus_920,NO,Species_2848,YES,NA,NA,NA,1644,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,26,0,0,0,0,0,133,0,0,0,0,0,0,0,0
ssRNA_83140,3711,6.194521,YES,Timlovirales,Steitzviridae,Genus_143,YES,Species_590,YES,NA,NA,NA,2392,0,NO,OUTLIER,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_34980,3738,5.537646,YES,Norzivirales,Fiersviridae,Genus_912,NO,Species_2845,YES,NA,NA,NA,2091,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,269,50,0,0,0,0,0,0,0,47
ssRNA_56016,3797,17.10707,YES,Timlovirales,Steitzviridae,Genus_381,NO,Species_1090,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0
ssRNA_86153,3834,29.32371,YES,Norzivirales,Fiersviridae,Genus_196,YES,Species_466,YES,NA,NA,NA,2296,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_2561,3869,1020.649,NO,Timlovirales,Steitzviridae,Genus_117,NO,Species_1013,YES,NA,NA,NA,1602,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ssRNA_43465,4019,8.770591,YES,Timlovirales,Steitzviridae,Genus_12,NO,Species_79,YES,NA,NA,NA,1540,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ssRNA_1319,4026,20.71475,YES,Norzivirales,Fiersviridae,Genus_1018,YES,Species_2893,YES,NA,NA,NA,2201,0,NO,VC,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_77667,4037,73.26182,NO,Norzivirales,Atkinsviridae,Genus_465,YES,Species_1345,YES,NA,NA,NA,1697,0,NO,VC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_49582,2762,23.43576,NO,Timlovirales,Steitzviridae,Genus_364,YES,Species_1845,YES,NA,NA,NA,1726,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_9615,3522,4.552989,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_1598,NO,NA,NA,NA,1585,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_79918,3612,5.332301,YES,Norzivirales,Fiersviridae,Genus_449,NO,Species_1742,YES,NA,NA,NA,1788,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_70851,3667,19.13311,YES,Timlovirales,Steitzviridae,Genus_189,NO,Species_1436,YES,NA,NA,NA,1834,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_83141,3710,23.70923,YES,Norzivirales,Fiersviridae,Genus_520,YES,Species_2205,YES,NA,NA,NA,1884,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_56017,3794,7.322261,YES,Norzivirales,Fiersviridae,Genus_686,NO,Species_2555,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,1588,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
ssRNA_129724,3803,3.50828,NO,Timlovirales,Steitzviridae,Genus_10,YES,Species_147,YES,NA,NA,NA,2671,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_28956,3833,22.20705,NO,Timlovirales,Steitzviridae,Genus_492,NO,Species_1670,YES,NA,NA,NA,2181,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1
ssRNA_86154,3833,72.22231,NO,Timlovirales,Steitzviridae,Genus_492,NO,Species_1670,YES,NA,NA,NA,2181,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ssRNA_2562,3868,91.44497,YES,Timlovirales,Steitzviridae,Genus_186,YES,Species_443,YES,NA,NA,NA,1970,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
ssRNA_33240,4016,14.89689,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_1493,YES,NA,NA,NA,2199,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_1320,4026,18.39849,YES,Timlovirales,Steitzviridae,Genus_364,YES,Species_1888,YES,NA,NA,NA,1718,0,NO,VC,0,0,0,0,0,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_77668,4037,69.9668,NO,Norzivirales,Atkinsviridae,Genus_465,YES,Species_1345,YES,NA,NA,NA,1697,0,NO,VC,9,0,6,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,22,2,14,5,0,1,0,0,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_32976,1594,1.699935,NO,Timlovirales,Steitzviridae,Genus_12,NO,Species_13,NO,GCA_002846115.1,Candidatus,Candidatus Hodgkinia cicadicola,2940,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_130116,3054,61.54394,NO,Timlovirales,Steitzviridae,Genus_17,NO,Species_55,YES,GCA_000831425.1,Candidatus,Candidatus Hodgkinia cicadicola,1581,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_59774,3492,3.582338,YES,Timlovirales,Steitzviridae,Genus_169,YES,Species_580,YES,NA,NA,NA,1881,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ssRNA_115888,3594,30.27581,YES,Timlovirales,Steitzviridae,Genus_109,NO,Species_544,YES,NA,NA,NA,2225,0,NO,OUTLIER,0,0,66,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_70852,3667,4.969495,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_1347,YES,NA,NA,NA,2036,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0,0,0
ssRNA_126881,3778,3.080172,YES,Norzivirales,Atkinsviridae,Genus_771,YES,Species_2246,YES,NA,NA,NA,1619,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,6
ssRNA_2563,3868,62.33727,YES,Timlovirales,Steitzviridae,Genus_341,NO,Species_913,YES,NA,NA,NA,2174,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
ssRNA_24370,4015,29.30334,YES,Timlovirales,Steitzviridae,Genus_233,YES,Species_568,YES,NA,NA,NA,2645,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ssRNA_77669,4037,67.41449,NO,Norzivirales,Atkinsviridae,Genus_465,YES,Species_1345,YES,NA,NA,NA,1697,0,NO,VC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_86565,4428,12.88276,YES,Timlovirales,Steitzviridae,Genus_185,NO,Species_786,YES,NA,NA,NA,1690,0,NO,VC,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_135999,1609,12,NO,Timlovirales,Steitzviridae,Genus_111,YES,Species_754,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_59775,3491,7.25481,YES,Norzivirales,Fiersviridae,Genus_852,NO,Species_2453,YES,NA,NA,NA,3212,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_79919,3608,21.39075,YES,Timlovirales,Steitzviridae,Genus_151,YES,Species_1120,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,3349,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_120047,3694,156.9359,YES,Norzivirales,Fiersviridae,Genus_920,NO,Species_2784,YES,NA,NA,NA,2085,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_39042,3773,82.37284,NO,Timlovirales,Steitzviridae,Genus_188,NO,Species_1022,YES,NA,NA,NA,1984,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_126882,3777,266.8574,YES,Norzivirales,Fiersviridae,Genus_785,NO,Species_2611,YES,NA,NA,NA,1859,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_56019,3791,68.86193,YES,Norzivirales,Fiersviridae,Genus_834,YES,Species_2413,YES,NA,NA,NA,3076,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0
ssRNA_129725,3795,16.04042,NO,Timlovirales,Steitzviridae,Genus_106,YES,Species_278,YES,NA,NA,NA,1979,0,NO,OUTLIER,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_28957,3828,11.46058,YES,Norzivirales,Fiersviridae,Genus_747,NO,Species_2175,YES,NA,NA,NA,2291,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,0,5
ssRNA_42682,3871,4.308399,NO,Norzivirales,Atkinsviridae,Genus_574,YES,Species_1809,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ssRNA_24371,4013,22.01391,YES,Norzivirales,Fiersviridae,Genus_330,NO,Species_2262,YES,NA,NA,NA,2184,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_43466,4015,15.28022,YES,Timlovirales,Steitzviridae,Genus_151,YES,Species_365,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,1698,0,NO,VC,0,0,0,0,0,2,0,0,46,2,0,0,0,0,319,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ssRNA_135361,1608,12.85345,NO,Timlovirales,Steitzviridae,Genus_111,YES,Species_754,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_50855,3204,3.676424,YES,Timlovirales,Steitzviridae,Genus_92,NO,Species_951,YES,NA,NA,NA,2855,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,2,0,5,6,0,0,0,0,0,0,0,0
ssRNA_59776,3489,10.24096,YES,Norzivirales,Fiersviridae,Genus_726,YES,Species_2120,YES,NA,NA,NA,2011,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,210,0,0
ssRNA_9616,3520,10.62208,YES,Norzivirales,Atkinsviridae,Genus_955,YES,Species_2678,YES,NA,NA,NA,2253,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,85
