VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
VC_549_20,4,1800,173039.2096,0.010295174,0.022741956,4.898979486,8.660254038,6,6,1,7.206347143,2,2,2,"KC748970,MH825697,MK359348,Mycobacterium~phage~ArcherS7"
VC_549_21,7,6300,301010.7249,0.020500423,0.000808188,5.099019514,9.591663047,21,17,0.80952381,8.156542807,1,1,1,"MG872839,MH316561,MK359303,MK359311,MK359342,MK359358,MK450427"
VC_549_22,2,300,87759.23624,0.003406798,0.166584867,3.872983346,3.872983346,1,1,1,3.872983346,2,2,2,"KT281790,Mycobacterium~phage~HyRo"
VC_549_23,1,0,44783.75138,0,0,0,0,1,1,1,0,1,1,1,MK359321
VC_549_24,14,27300,571905.7149,0.045560313,3.62E-12,0,9.899494937,91,89,0.978021978,5.175237982,1,1,1,"JF704096,KR080196,KX369583,MF919493,MH697586,MH697590,MK359326,MK359335,MK359338,MK359339,MK359347,MK359362,MK450432,MN428066"
VC_549_25,1,0,45171.33793,0,0,0,0,1,1,1,0,1,1,1,MK359328
VC_549_26,1,0,45271.13296,0,0,0,0,1,1,1,0,1,1,1,MN183285
VC_549_27,2,300,88297.24589,0.00338611,0.247201749,5,5,1,1,1,5,2,2,2,"KF006817,Mycobacterium~phage~Breeniome"
VC_549_28,3,900,131523.2658,0.006796389,0.101447582,4.898979486,7.549834435,3,3,1,6.064458856,2,2,2,"AY129337,JN699013,Mycobacterium~phage~Bxz1"
VC_549_29,2,300,88031.8914,0.003396282,0.255609568,7.071067812,7.071067812,1,1,1,7.071067812,1,1,1,"KX781992,MK359324"
VC_549_3,2,300,89443.31071,0.003342868,0.238955515,4.242640687,4.242640687,1,1,1,4.242640687,2,2,2,"EU826471,Mycobacterium~phage~Cali"
VC_549_30,2,300,88003.21899,0.003397385,0.220315489,8.306623863,8.306623863,1,1,1,8.306623863,1,1,1,"JF704116,KT365398"
VC_549_31,1,0,44803.91202,0,0,0,0,1,1,1,0,1,1,1,MK112534
VC_549_32,1,0,45082.19707,0,0,0,0,1,1,1,0,1,1,1,MH051261
VC_549_33,4,1800,167339.5198,0.010642102,0.003878829,4.69041576,9.055385138,6,5,0.833333333,7.662723563,2,2,2,"JF704092,MH590593,MK450423,Mycobacterium~phage~Alice"
VC_549_34,2,300,89715.65755,0.003332754,0.284991373,4.242640687,4.242640687,1,1,1,4.242640687,2,2,2,"EU826469,Mycobacterium~phage~ScottMcG"
VC_549_35,2,300,89951.60285,0.003324041,0.303840682,5.567764363,5.567764363,1,1,1,5.567764363,2,2,2,"EU826468,Mycobacterium~phage~Spud"
VC_549_36,4,1800,176534.1339,0.010093413,0.091880049,5.477225575,9.38083152,6,5,0.833333333,7.845745535,2,2,2,"EU826467,JN699625,MK359344,Mycobacterium~phage~Rizal"
VC_549_37,2,300,89849.38312,0.00332781,0.302227756,5.477225575,5.477225575,1,1,1,5.477225575,2,2,2,"DQ398053,Mycobacterium~phage~Catera"
VC_549_38,1,0,45406.36203,0,0,0,0,1,1,1,0,1,1,1,MK310143
VC_549_39,1,0,45404.51575,0,0,0,0,1,1,1,0,1,1,1,MK112549
VC_549_4,2,300,89011.15307,0.003359043,0.241688171,8.774964387,8.774964387,1,1,1,8.774964387,1,1,1,"MH727543,MK359355"
VC_549_40,1,0,45178.47751,0,0,0,0,1,1,1,0,1,1,1,MK359333
VC_549_41,1,0,45469.01211,0,0,0,0,1,1,1,0,1,1,1,MK450424
VC_549_42,5,3000,219109.2987,0.013506864,0.027860506,0,9.949874371,10,9,0.9,7.530118414,1,1,1,"KT365400,MK359336,MK359363,MK359366,MN234193"
VC_549_43,2,300,90005.81233,0.003322045,0.323912248,7.483314774,7.483314774,1,1,1,7.483314774,1,1,1,"MK878897,MN428065"
VC_549_44,2,300,89699.19492,0.003333363,0.302227786,5.385164807,5.385164807,1,1,1,5.385164807,2,2,2,"KC691257,Mycobacterium~phage~Astraea"
VC_549_45,2,300,90054.08575,0.00332027,0.329167545,8.774964387,8.774964387,1,1,1,8.774964387,1,1,1,"MK359364,MN276192"
VC_549_46,1,0,45324.98287,0,0,0,0,1,1,1,0,1,1,1,MK359361
VC_549_47,1,0,45050.27404,0,0,0,0,1,1,1,0,1,1,1,MK359337
VC_549_48,2,300,85566.67398,0.003493789,0.124998815,6.557438524,6.557438524,1,1,1,6.557438524,1,1,1,"MH697579,MK359359"
VC_549_49,2,300,88850.4927,0.003365096,0.245816289,4.242640687,4.242640687,1,1,1,4.242640687,2,2,2,"JN699627,Mycobacterium~phage~Nappy"
VC_549_5,1,0,44674.61273,0,0,0,0,1,1,1,0,1,1,1,MF919494
VC_549_50,2,300,90124.19235,0.003317696,0.29585516,5,5,1,1,1,5,2,2,2,"JN412588,Mycobacterium~phage~Dandelion"
VC_549_51,2,300,89744.94981,0.003331669,0.303840774,8.185352772,8.185352772,1,1,1,8.185352772,1,1,1,"MH051260,MK359318"
VC_549_52,1,0,45060.35006,0,0,0,0,1,1,1,0,1,1,1,MK359305
VC_549_53,1,0,45274.9071,0,0,0,0,1,1,1,0,1,1,1,MK359317
VC_549_54,1,0,45356.74424,0,0,0,0,1,1,1,0,1,1,1,MN183280
VC_549_55,3,900,131360.5808,0.006804749,0.065049146,7.874007874,9.273618495,3,2,0.666666667,8.382542123,1,1,1,"MF919513,MK359308,MN062707"
VC_549_56,1,0,44028.53435,0,0,0,0,1,1,1,0,1,1,1,MF919495
VC_549_57,1,0,45238.20336,0,0,0,0,1,1,1,0,1,1,1,MG812493
VC_549_58,1,0,45042.12687,0,0,0,0,1,1,1,0,1,1,1,MN735434
VC_549_59,2,300,90178.37838,0.003315709,0.345650227,4.358898944,4.358898944,1,1,1,4.358898944,2,2,2,"JN699626,Mycobacterium~phage~MoMoMixon"
VC_549_6,1,0,45104.02971,0,0,0,0,1,1,1,0,1,1,1,MK359353
VC_549_60,1,0,45229.45129,0,0,0,0,1,1,1,0,1,1,1,MK359350
VC_549_61,1,0,45282.65901,0,0,0,0,1,1,1,0,1,1,1,MG812494
VC_549_62,1,0,45518.19372,0,0,0,0,1,1,1,0,1,1,1,MK450422
VC_549_63,1,0,45249.40878,0,0,0,0,1,1,1,0,1,1,1,MK359329
VC_549_64,1,0,44804.10069,0,0,0,0,1,1,1,0,1,1,1,MK359346
VC_549_65,2,300,87769.45101,0.003406403,0.202442227,4.242640687,4.242640687,1,1,1,4.242640687,2,2,2,"KX831080,Mycobacterium~phage~Lukilu"
VC_549_66,2,300,88639.97182,0.003373062,0.213845383,8,8,1,1,1,8,1,1,1,"GQ303262,MF919527"
VC_549_67,1,0,45232.63777,0,0,0,0,1,1,1,0,1,1,1,MH910040
VC_549_7,1,0,45415.02786,0,0,0,0,1,1,1,0,1,1,1,MK359330
VC_549_8,2,300,88476.55016,0.003379271,0.255610038,7.810249676,7.810249676,1,1,1,7.810249676,1,1,1,"KF024734,KX721256"
VC_549_9,2,300,89731.17482,0.003332179,0.278929134,5.567764363,5.567764363,1,1,1,5.567764363,2,2,2,"JN624850,Mycobacterium~phage~Pleione"
VC_550_0,3,900,31028.02891,0.028188398,0.001415389,3.464101615,8.306623863,3,3,1,6.483957075,1,2,2,"EU826466,MF668280,Mycobacterium~phage~Myrna"
VC_552_0,1,0,5942.853157,0,0,0,0,1,1,1,0,1,1,1,MG962366
VC_552_1,1,0,5696.980004,0,0,0,0,1,1,1,0,1,1,1,MN586040
VC_553_0,2,300,13129.7089,0.022338533,0.042590074,3.16227766,3.16227766,1,1,1,3.16227766,1,1,1,"MK937592,MT114163"
VC_554_0,2,300,14090.37905,0.020847262,0.043559287,2.236067977,2.236067977,1,1,1,2.236067977,1,1,1,"MK977695,MK977696"
VC_554_1,1,0,7250.389376,0,0,0,0,1,1,1,0,1,1,1,MN908687
VC_555_0,3,900,5423.338238,0.142329884,0.001554322,3.605551275,6,3,3,1,4.933901233,2,2,2,"KJ567043,MK016501,Mycobacterium~phage~Gaia"
VC_556_0,24,69545.98763,14439.58287,0.82807067,3.06E-143,0,7.681145748,276,276,1,3.293771273,4,2,2,"DQ398047,DQ398051,EU676000,FJ168660,FJ168661,FJ168662,JF937107,JN699014,KJ194582,MH025888,MH316562,MH399788,MH834615,MK494102,MK524498,MK559427,MN119378,MN234227,MN284908,Mycobacterium~phage~Gumball,Mycobacterium~phage~Hawkeye,Mycobacterium~phage~PBI1,Mycobacterium~phage~PLot,Mycobacterium~phage~Troll4"
VC_558_0,11,13532.20152,12025.64899,0.529473381,5.30E-35,2.236067977,7.280109889,55,55,1,4.549797227,2,2,2,"EU770222,FJ174691,KF986247,KJ567046,MG962376,MH509445,MN010756,Mycobacterium~phage~Damien,Mycobacterium~phage~Konstantine,Mycobacterium~phage~Oaker,Mycobacterium~phage~Predator"
VC_559_0,5,2771.248162,5313.523253,0.342773842,3.54E-08,0,4.69041576,10,10,1,2.363429527,1,2,2,"Gordonia~phage~Terapin,KX557285,MH025890,MH271313,MH576972"
VC_55_0,9,1384.857398,11.61549686,0.991682261,0.000627242,0,3.16227766,36,36,1,2.219711165,2,2,1,"AB259123,AB434711,AB937974,AB981170,KX179905,MF716957,Ralstonia~phage~RS603,Ralstonia~phage~RSM1,Ralstonia~phage~RSM3"
VC_560_0,9,10336.94037,5376.054907,0.657859319,5.96E-24,1,4,36,36,1,2.878368916,2,2,2,"JF704112,KF416342,KT591076,KY969628,MH001447,MH926059,MK757446,Mycobacterium~phage~Papyrus,Mycobacterium~phage~Send513"
VC_562_0,3,490.5210104,3758.10279,0.115454094,0.001522185,5.099019514,7.615773106,3,3,1,6.732702464,1,1,1,"MG757156,MH834613,MN585993"
VC_563_0,6,4037.124533,7788.647668,0.341383587,2.42E-11,0,4.69041576,15,15,1,3.229050876,1,1,1,"MN234162,MN234190,MN234207,MN234220,MN234232,MN586003"
VC_564_0,14,7299.986117,769.0191679,0.904694675,1.72E-30,0,3.31662479,91,91,1,2.480026143,1,2,2,"Enterococcus~phage~vB_EfaP_IME195,Enterococcus~phage~vB_Efae230P-4,JQ309827,KT932700,LT630001,MK721183,MK721184,MK721185,MK721188,MK721193,MK721195,MK721196,MK721197,MK721198"
VC_566_0,30,96618.65262,13708.29392,0.875748452,6.90E-130,0,5.830951895,435,435,1,4.189280544,3,2,2,"AY216660,Escherichia~phage~ADB-2,Escherichia~phage~JMPW1,Escherichia~phage~JMPW2,Escherichia~virus~T1,HM035024,JX912252,KP085586,KU194205,KU194206,KX828710,KY985004,LC516895,MF093736,MF468274,MG049919,MH051911,MH051912,MH285980,MH917278,MK213796,MK335533,MK972831,MN153797,MN296515,MN337573,MN342247,Shigella~phage~pSf-2,Shigella~phage~vB_SsoS-ISF002,Shigella~virus~Shfl1"
VC_567_0,4,1187.75382,15461.13138,0.071341342,1.29E-05,2,8.831760866,6,6,1,5.446991458,2,2,2,"Escherichia~phage~SRT8,MF996376,MH051918,MT023084"
VC_568_0,4,1229.586685,1161.205183,0.514301015,4.83E-05,1,2.449489743,6,6,1,1.942279418,2,2,2,"JN051154,JX486087,Lactobacillus~virus~ATCC8014,Pediococcus~virus~cIP1"
VC_56_0,8,888.799192,35.05786064,0.962052722,2.30E-08,0,2.645751311,28,28,1,1.634907584,1,2,1,"AB259124,AB828698,AB931172,JQ408219,LC066596,Ralstonia~phage~RSS0,Ralstonia~phage~RSS1,Ralstonia~phage~RSS20"
VC_570_0,2,23.69551404,105.6580589,0.183184071,0.059856345,7.280109889,7.280109889,1,1,1,7.280109889,1,1,1,"MG020111,MK504442"
VC_571_0,2,300,9130.067005,0.031813136,0.195636943,3.31662479,3.31662479,1,1,1,3.31662479,2,2,2,"HQ317393,Vibrio~phage~nt-1"
VC_571_1,5,3000,18348.66441,0.140524013,0.001250353,2.828427125,5.656854249,10,10,1,4.523296969,2,2,2,"AY283928,JN849462,MN794232,MT135026,Vibrio~phage~KVP40"
VC_571_2,7,6300,21499.79704,0.22662036,1.80E-06,2.645751311,8.831760866,21,21,1,5.815107506,3,2,2,"KC131129,KP671755,KT919972,KT919973,MK568540,Vibrio~phage~VH7D,Vibrio~phage~ValKK3"
VC_571_3,1,0,4837.031859,0,0,0,0,1,1,1,0,1,1,1,MG592456
VC_571_4,1,0,6526.532906,0,0,0,0,1,1,1,0,1,1,1,MT135025
VC_571_5,1,0,4812.714998,0,0,0,0,1,1,1,0,1,1,1,MT135024
VC_573_0,3,900,14567.73838,0.058185623,0.014254965,3.741657387,4.69041576,3,3,1,4.057910178,1,2,2,"Aeromonas~virus~65,GU459069,KY290955"
VC_573_1,10,13500,26735.97404,0.335520646,4.42E-17,2,8.831760866,45,45,1,7.012923969,1,2,2,"Aeromonas~phage~CC2,JX123262,MF448340,MF498773,MF498774,MF498775,MH791398,MH791404,MN871441,MN871442"
VC_573_2,1,0,5425.708379,0,0,0,0,1,1,1,0,1,1,1,MH791414
VC_573_3,1,0,3141.648224,0,0,0,0,1,1,1,0,1,1,1,KU160494
VC_574_0,2,300,5383.827534,0.052781334,0.042633545,4.898979486,4.898979486,1,1,1,4.898979486,1,2,2,"Cronobacter~phage~S13,KC954775"
VC_575_0,2,300,12181.32614,0.024035907,0.043005279,2.236067977,2.236067977,1,1,1,2.236067977,2,2,2,"Escherichia~phage~Av-05,KM190144"
VC_575_1,2,300,12213.03072,0.023975007,0.065462015,5.830951895,5.830951895,1,1,1,5.830951895,1,1,1,"MN184887,MN732867"
VC_575_2,7,6300,34560.12866,0.154184537,4.15E-11,2.828427125,9.433981132,21,20,0.952380952,7.438976949,1,2,2,"KT934943,KX452695,KY652726,Klebsiella~phage~vB_KpnM_KB57,MG250486,MK024806,MT178275"
VC_575_3,4,1800,24236.18196,0.069134561,0.000495075,3,8.185352772,6,6,1,6.4340126,2,2,2,"Cronobacter~phage~vB_CsaM_GAP31,Escherichia~phage~4MG,JN882284,KF550303"
VC_575_4,4,1800,24963.31879,0.067256233,0.000314817,3.16227766,6.557438524,6,6,1,5.272910558,2,2,2,"GU070616,JX181824,Salmonella~phage~PVP-SE1,Salmonella~phage~SSE121"
VC_575_5,1,0,5823.762185,0,0,0,0,1,1,1,0,1,1,1,MG969411
VC_576_0,19,34753.17093,33332.79601,0.510430746,8.40E-102,1,7.416198487,171,171,1,5.312589001,2,2,2,"AY308796,Citrobacter~virus~Stevie,Escherichia~virus~TLS,KC139513,KM236241,KR296690,KX015770,KX015771,KY657202,KY694971,LR597656,MG241338,MH102284,MH491968,MH729819,MN994500,Salmonella~phage~36,Salmonella~phage~phSE-2,Salmonella~virus~SP126"
VC_577_0,32,83307.30797,97872.68755,0.459804118,2.93E-254,0,8.185352772,496,496,1,6.070466227,2,2,2,"KC710998,MG065636,MG065640,MG065641,MG065643,MG065649,MG065657,MG065663,MG065665,MG065667,MG065669,MG065670,MG065671,MG065673,MG065675,MG065679,MG065680,MG065681,MG065687,MK373798,MN055691,MN850567,MN850569,MN850572,MN850591,MN850600,MN850602,MN850607,MN850640,MT074433,MT360681,Shigella~phage~pSf-1"
VC_577_1,20,44243.05077,81124.19967,0.352907562,5.16E-112,1,7.937253933,190,190,1,4.647164653,1,1,1,"LR027385,LR027388,LR596614,LT841304,LT961732,MF564201,MK552105,MK962751,MN781674,MN850582,MN850586,MN850596,MN850604,MN850606,MN850613,MN850620,MN850634,MN850638,MN850641,MN850643"
VC_577_2,1,0,6449.410634,0,0,0,0,1,1,1,0,1,1,1,MN019128
VC_578_0,45,210880.2757,8796.649486,0.959956425,1.98E-174,0,6.708203932,990,990,1,4.587190162,2,2,2,"JF501022,JN672684,KP658157,KR262148,KR269719,KT001920,KX237515,KY575286,KY780482,Klebsiella~phage~1513,Klebsiella~phage~KLPN1,Klebsiella~phage~KP36,Klebsiella~phage~PKP126,Klebsiella~phage~Sushi,MF415412,MF612072,MG552615,MG894052,MH445453,MH633484,MH633485,MH633486,MH633487,MH688453,MH844531,MK170446,MK278861,MK521904,MK618657,MK931442,MK931443,MK931444,MK931445,MN013075,MN013076,MN013078,MN013079,MN013080,MN013083,MN013087,MN379832,MN395285,MN395286,MN689779,MN783016"
VC_579_0,2,184.1910017,7.303055417,0.961862757,0.144422183,1,1,1,1,1,1,1,2,2,"DQ372923,Streptomyces~phage~mu1/6"
VC_57_0,2,32.88924687,52.66987649,0.384403738,0.056330243,0,0,1,1,1,0,1,2,1,"HM064452,Ralstonia~phage~PE226"
VC_582_0,2,8.731134317,43.8150825,0.166161045,0.081867177,7.141428429,7.141428429,1,1,1,7.141428429,1,1,1,"KU958700,MH744420"
VC_583_0,3,115.5009317,0,1,0,2,2.236067977,3,3,1,2.157378652,1,2,1,"AY324828,MN710383,Pseudomonas~virus~Pf1"
VC_584_0,25,90000,654.624639,0.992778916,6.93E-91,1,6.403124237,300,300,1,5.081970058,3,2,2,"AY343333,EF437941,EU863408,Enterobacteria~phage~GEC-3S,Enterobacteria~phage~Phi1,Enterobacteria~phage~RB49,Escherichia~phage~ECD7,Escherichia~phage~JSE,HE978309,KY683735,MF327006,MH560358,MK327932,MK327935,MK327941,MK327947,MK412930,MK573636,MK962753,MN655998,MN709127,MN850574,MN850615,MN882349,MN894885"
VC_585_0,2,281.3057237,2403.519877,0.104776163,0.043430726,1.732050808,1.732050808,1,1,1,1.732050808,1,2,2,"Achromobacter~phage~phiAxp-2,KT321316"
VC_586_0,2,245.3975006,4273.832239,0.054300736,0.043648285,0,0,1,1,1,0,2,2,2,"AY357582,Burkholderia~phage~BcepNazgul"
VC_587_0,41,163272.9707,73390.31608,0.689895644,0,0,8,820,820,1,4.069193345,2,2,2,"Enterobacter~phage~Enc34,JN871591,JQ340774,JX094499,JX296113,KC139512,KC139514,KC139515,KC139519,KC139667,KC677662,KM366098,KM458633,KR296689,KR296691,KU927500,KX452699,KX452700,KX765862,KX765863,KX765864,KY014601,KY620117,LR026998,MG280946,MH631453,MH791395,MH791396,MK249308,MK286578,MN871450,MT330372,Providencia~phage~Redjac,Salmonella~phage~118970_sal1,Salmonella~phage~37,Salmonella~phage~BP12C,Salmonella~virus~Chi,Salmonella~virus~FSLSP030,Salmonella~virus~FSLSP088,Salmonella~virus~SPN19,Salmonella~virus~iEPS5"
VC_588_0,3,546.4861637,2379.569974,0.186765441,0.001475635,3,4.242640687,3,3,1,3.705208011,1,1,1,"KF626665,KF626668,LR743524"
VC_589_0,6,2885.97203,21392.23946,0.118870866,2.33E-11,0,4.582575695,15,15,1,2.791121721,2,2,2,"KP063118,MG030346,MN062188,MN604053,MN840486,Proteus~phage~pPM_01"
VC_592_0,2,235.9805987,5188.319096,0.043504344,0.043753683,1,1,1,1,1,1,1,1,1,"MK838113,MN317029"
VC_594_0,58,59144.49067,1902.938685,0.968828521,1.65E-47,0,7.280109889,1653,1653,1,5.290373077,3,2,1,"AY370762,AY388628,AY423772,Acidianus~spindle-shaped~virus~1,EU030938,EU030939,FJ870915,FJ870916,FJ870917,KY563228,KY579375,MK054204,MK054205,MK054206,MK054207,MK054208,MK054209,MK054210,MK054211,MK054212,MK054213,MK054214,MK054215,MK054216,MK054217,MK054218,MK054219,MK054220,MK054221,MK054222,MK054223,MK054224,MK054225,MK054226,MK054227,MK054228,MK054229,MK054230,MK054231,MK054232,MK054233,MK054234,MK054235,MK054236,MK054237,MN496305,MN496306,MN496307,MN496308,Sulfolobus~spindle-shaped~virus~1,Sulfolobus~spindle-shaped~virus~2,Sulfolobus~spindle-shaped~virus~4,Sulfolobus~spindle-shaped~virus~5,Sulfolobus~spindle-shaped~virus~6,Sulfolobus~spindle-shaped~virus~7,Sulfolobus~virus~Kamchatka~1,Sulfolobus~virus~Ragged~Hills,X07234"
VC_595_0,2,81.76271444,1902.938685,0.041196481,0.044275388,0,0,1,1,1,0,1,2,1,"KC618393,Sulfolobales~Mexican~fusellovirus~1"
VC_596_0,2,300,14125.11893,0.020797056,0.25271935,2.449489743,2.449489743,1,1,1,2.449489743,1,1,1,"MK577502,MN871507"
VC_596_1,9,10800,44575.55216,0.195031915,4.11E-05,0,4,36,36,1,2.887780919,3,2,2,"AY375531,AY962392,Aeromonas~virus~31,Aeromonas~virus~44RR2,KY290948,KY290951,KY290956,KY290957,KY290958"
VC_596_2,14,27300,48717.26741,0.359128931,2.40E-10,2,9.327379053,91,88,0.967032967,6.235469442,3,2,2,"Aeromonas~phage~AS-gz,Aeromonas~phage~Aes012,Aeromonas~phage~Aes508,Aeromonas~phage~phiAS4,Aeromonas~virus~25,DQ529280,HM452125,JN377894,JN377895,JX306041,MF479730,MH179476,MH179477,Stenotrophomonas~phage~IME13"
VC_597_0,4,1800,4050.633512,0.307658991,1.55E-05,3.31662479,5.656854249,6,6,1,4.760479048,1,1,1,"MK813943,MK838112,MK838114,MK838115"
VC_598_0,9,3346.132732,251.7642792,0.930024601,2.17E-12,0,2,36,36,1,0.777777778,2,2,1,"AY441783,AY848684,AY848685,AY848686,AY848687,AY848688,AY848689,Enterobacteria~phage~PR4,Enterobacteria~phage~PRD1"
VC_599_0,2,117.3432333,38.88732089,0.751090169,0.051510744,0,0,1,1,1,0,2,2,1,"Gluconobacter~phage~GC1,MG159787"
VC_5_0,9,5993.928409,4316.79495,0.581329573,3.98E-24,0,3.872983346,36,36,1,2.308153928,3,2,2,"DQ426904,DQ426905,JN255163,KP137432,KP137434,KP137436,KP137438,Mannheimia~phage~vB_MhM_587AP1,Mannheimia~virus~PHL101"
VC_600_0,2,163.1517844,373.3211622,0.304119314,0.050094863,1.414213562,1.414213562,1,1,1,1.414213562,1,2,2,"KP027015,Lactobacillus~phage~LfeSau"
VC_601_0,2,206.0937923,639.8692539,0.243620325,0.051708809,1,1,1,1,1,1,1,2,2,"Brochothrix~phage~BL3,HM144386"
VC_603_0,19,27332.71654,1065.426325,0.962482535,5.98E-30,0,3.31662479,171,171,1,2.208362694,3,2,2,"AY505112,AY510084,JF712866,KM612259,KM612260,KM612261,KM612262,KM612263,KM612264,KM612265,KY883642,KY883647,KY883656,MH105773,Vibrio~phage~J2,Vibrio~phage~QH,Vibrio~phage~VP2,Vibrio~phage~VP5,Vibrio~phage~phiVC8"
VC_604_0,2,187.6337876,240.6883203,0.438067016,0.060263944,0,0,1,1,1,0,1,2,2,"JF974315,Rhizobium~phage~RR1-B"
VC_605_0,4,501.561324,0,1,0,2.236067977,3.872983346,6,6,1,3.319139864,2,2,1,"AY569307,GU080336,Sulfolobus~turreted~icosahedral~virus~1,Sulfolobus~turreted~icosahedral~virus~2"
VC_606_0,11,9813.629097,243.4947529,0.975788828,9.80E-08,0,3.464101615,55,55,1,1.583407649,1,2,2,"AY575774,DQ163914,JQ067091,KU884561,KU884562,KU884563,KU884564,KU884565,MK514283,Pseudomonas~phage~PaP2,Pseudomonas~virus~119X"
VC_607_0,2,8.357212594,243.4947529,0.033183035,0.068380846,4.472135955,4.472135955,1,1,1,4.472135955,1,1,1,"JF412296,dsDNA_phage_322"
VC_608_0,2,243.6448392,229.8867542,0.514527104,0.087622123,1.414213562,1.414213562,1,1,1,1.414213562,1,2,2,"AY576796,Actinoplanes~phage~phiAsp2"
VC_609_0,2,55.21392878,73.4987389,0.428970433,0.144422183,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"dsDNA_phage_243,dsDNA_phage_68"
VC_60_0,11,4063.250731,16089.78859,0.201619749,1.36E-30,1.414213562,9.327379053,55,49,0.890909091,7.233720136,2,2,2,"AF064539,CP025712,Enterobacteria~phage~HK225,Enterobacteria~phage~mEp237,Enterobacteria~phage~phi80,Escherichia~virus~N15,FN582354,JQ086371,JQ182730,JX871397,KM389287"
VC_610_0,4,285.231989,0,1,0,1.414213562,2.828427125,6,6,1,2.017723999,1,1,1,"AY583234,AY583235,AY583236,Mycoplasma~phage~phiMFV1"
VC_611_0,2,232.0270239,128.6192826,0.643364481,0.050739811,1.414213562,1.414213562,1,1,1,1.414213562,1,2,2,"AY616033,Burkholderia~phage~BcepB1A"
VC_612_0,2,211.4125462,458.8348048,0.315424665,0.048537575,1,1,1,1,1,1,1,2,2,"KJ018212,Shewanella~sp.~phage~1/41"
VC_614_0,8,4418.010672,13143.14662,0.251578561,1.40E-19,0,9.273618495,28,20,0.714285714,5.645796275,2,2,2,"KT361654,KT361655,KT361656,KT361657,MG727697,MH431930,MH454081,Paenibacillus~phage~Vegas"
VC_615_0,2,13.98817393,353.4999007,0.038064294,0.456864639,6,6,1,1,1,6,1,1,1,"MF176161,MH884512"
VC_617_0,1,0,855.8462631,0,0,0,0,1,1,1,0,1,1,1,MK448930
VC_619_0,22,42985.25361,1470.46735,0.966922877,1.35E-65,0,6.633249581,231,231,1,3.733722044,2,2,2,"AY625898,KC262634,KC900378,KM389216,KM389247,LT603684,MF490237,MK511039,MK511040,MK511041,MK511042,MK511043,MK511044,MK511045,MK511046,MK511047,MK511048,MK511049,MK511050,MK511051,MT118301,Pseudomonas~virus~F116"
VC_620_0,53,125980.5912,14704.92355,0.895476634,2.69E-234,0,7.615773106,1378,1378,1,4.986862292,1,1,1,"AY657002,FM864213,FN997652,KC348603,KC581799,KT336320,KT336321,KX077896,MK359990,MK448666,MK448668,MK448670,MK448674,MK448687,MK448695,MK448713,MK448717,MK448719,MK448722,MK448726,MK448728,MK448741,MK448752,MK448776,MK448780,MK448787,MK448802,MK448809,MK448811,MK448819,MK448825,MK448827,MK448828,MK448835,MK448836,MK448838,MK448840,MK448846,MK448847,MK448872,MK448883,MK448906,MK448907,MK448913,MK448922,MK448928,MK448935,MK448936,MK448983,MK448994,MK448999,MK449007,MK449011"
VC_621_0,2,113.3240285,3235.578422,0.033839155,0.044120862,5.477225575,5.477225575,1,1,1,5.477225575,1,1,1,"MF172979,MK448997"
VC_622_0,5,1800.624042,8922.267993,0.167923358,3.79E-08,0,6.32455532,10,10,1,2.529822128,1,1,1,"MK448667,MK448700,MK448839,MK448841,MK448843"
VC_623_0,2,300,2799.78827,0.096780804,0.048913627,2,2,1,1,1,2,1,2,2,"AY682195,Lactobacillus~virus~LP65"
VC_623_1,6,4500,5996.822455,0.428701164,1.62E-10,1.732050808,7.348469228,15,15,1,6.237501075,1,1,1,"MG557979,MG765277,MG765279,MH809529,MH809530,MH809531"
VC_623_2,1,0,2365.372197,0,0,0,0,1,1,1,0,1,1,1,MF787246
VC_623_3,1,0,1290.772486,0,0,0,0,1,1,1,0,1,1,1,MK504444
VC_624_0,3,900,2750.054521,0.246571659,0.00170629,3.741657387,5.196152423,3,3,1,4.577880444,1,1,1,"KU052488,MG252693,MG765276"
VC_624_1,5,2574.14461,3682.750584,0.411409258,6.34E-08,2.828427125,6.92820323,10,10,1,5.470239857,1,1,1,"JX486088,KX223815,KY381600,MG744354,MG765274"
VC_625_0,2,300,1130.721695,0.209684386,0.055382615,0,0,1,1,1,0,1,2,2,"KP054477,Lactobacillus~phage~LfeInf"
VC_627_0,2,20.4574912,15.76188428,0.564821754,0.131776239,1.414213562,1.414213562,1,1,1,1.414213562,1,2,1,"AY714348,Vibrio~phage~KSF1"
