"vOTU","GENOME_LENGTH","CHECKV_QUALITY","LIFE_CYCLE","TOTAL_METAGENOME_PRESENCE","METATRANSCRIPTOME_PRESENCE","DNA_VIROME_PRESENCE","HOST_GENBANK_ACCESSION","HOST_GENUS","HOST_NAME","VC","SUBCLUSTER","REF_PHAGES_IN_VC","VC_IDENTITY","FAMILY","SPECIES","C1RH","C1S","C2RH","C2S","C3RH","C3S","C4RH","C4S","V1RH","V1S","V2RH","V2S","V3RH","V3S","V4RH","V4S"
"dsDNA_phage_393",10294,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,285,0,0,0,0,204,169,0,0,0
"dsDNA_phage_394",18920,"Low-quality","LYTIC",0,0,1,NA,NA,NA,162,0,"NO","VC",NA,NA,0,2216,0,0,0,0,0,0,4045,0,137,0,0,0,0,0
"dsDNA_phage_395",10795,"Low-quality","LYTIC",0,0,1,NA,NA,NA,989,0,"NO","VC",NA,NA,0,837,0,0,0,0,0,0,460,0,0,16923,0,0,0,0
"dsDNA_phage_396",10659,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",1477,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_397",39430,"Medium-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7843,0,466,0,0,0,0,0
"dsDNA_phage_398",29549,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2935,0,0,0,0,0,0,0,0,0
"dsDNA_phage_399",17242,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4822,0,0,0,0
"dsDNA_phage_4",12868,"Not-determined","LYTIC",1,0,0,"GCA_000418325.1","Sorangium","Sorangium cellulosum So0157-2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_40",12718,"Not-determined","LYTIC",1,0,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,0,0,427,0,133,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_400",10910,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1081,0,"NO","OUTLIER",NA,NA,0,0,0,0,47,0,724,0,0,0,0,0,17,0,0,0
"dsDNA_phage_401",12370,"Not-determined","LYTIC",0,0,1,"GCA_000963495.1","Pseudomonas","Pseudomonas fluorescens PICF7",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0
"dsDNA_phage_402",13384,"Not-determined","LYTIC",0,0,1,"GCA_001007005.1","Pseudomonas","Pseudomonas sp. CCOS 191",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3061,0,0,0,0
"dsDNA_phage_403",11594,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3578,0,0,0,0
"dsDNA_phage_404",25027,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4832,0,0,0,0,0,0,0,0,0
"dsDNA_phage_405",38416,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2029,0,0,0,0,0,0,0,0,0
"dsDNA_phage_406",19427,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,159,0,1120,0,0,0
"dsDNA_phage_407",14296,"Low-quality","TEMPERATE",0,0,1,"GCA_002216065.1","Chryseobacterium","Chryseobacterium sp. T16E-39",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0
"dsDNA_phage_408",15743,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15038,0,0,0,0
"dsDNA_phage_409",18521,"Not-determined","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_41",14237,"Not-determined","LYTIC",1,0,0,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"dsDNA_phage_410",11841,"Low-quality","LYTIC",0,0,1,NA,NA,NA,291,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,101,0,1065,0,0,0
"dsDNA_phage_411",12846,"Low-quality","LYTIC",0,0,1,"GCA_001302585.1","Kibdelosporangium","Kibdelosporangium phytohabitans",NA,NA,NA,NA,NA,NA,0,0,438,0,2018,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_412",10910,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0
"dsDNA_phage_413",10647,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,374,0,0,0,0,0,0,0,0,0,965,0,0,0,0
"dsDNA_phage_414",46730,"Not-determined","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7002,0,0,0,0
"dsDNA_phage_415",51291,"Medium-quality","LYTIC",0,0,1,NA,NA,NA,861,0,"YES","VC","Zobellviridae",NA,0,0,0,0,0,0,0,0,0,0,0,177631,0,0,0,0
"dsDNA_phage_416",11387,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1478,0,"NO","VC",NA,NA,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0
"dsDNA_phage_417",11037,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,6753,0,0,0,0
"dsDNA_phage_418",10244,"Low-quality","LYTIC",0,0,1,"GCA_000494755.1","Actinoplanes","Actinoplanes friuliensis DSM 7358",NA,NA,NA,NA,NA,NA,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_419",14967,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",1262,0,"NO","OUTLIER",NA,NA,0,564,0,0,0,0,0,0,0,0,0,13343,0,0,0,0
"dsDNA_phage_42",41777,"Low-quality","LYTIC",1,0,0,"GCA_000024025.1","Catenulispora","Catenulispora acidiphila DSM 44928",1493,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,2694,0,0,0,0,0,0,0
"dsDNA_phage_420",10802,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5854,0,0,0,0
"dsDNA_phage_421",17353,"Not-determined","LYTIC",0,0,1,NA,NA,NA,1487,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_422",20899,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,924,0,3342,0,0,0,0,0,0,0,0,0
"dsDNA_phage_423",12877,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0
"dsDNA_phage_424",21186,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0
"dsDNA_phage_425",10846,"Not-determined","LYTIC",0,0,1,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0
"dsDNA_phage_426",10967,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,371,0,1946,0,0,0,0,0,0,0,0,0
"dsDNA_phage_427",10327,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_428",13435,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_429",15047,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,250,0,1516,0,0,0,0,0,0,0,0,0
"dsDNA_phage_43",11463,"Not-determined","LYTIC",1,0,0,"GCA_001700945.1","Rhodococcus","Rhodococcus sp. WB1",NA,NA,NA,NA,NA,NA,200,0,311,0,0,0,149,0,0,0,271,0,311,0,207,0
"dsDNA_phage_430",48790,"Low-quality","TEMPERATE",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,0,0,0,1457,0,12016,0,0,0,0,0,0,0,0,0
"dsDNA_phage_431",12855,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1049,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,4571,0,268,0,344,0,0,0
"dsDNA_phage_432",12014,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1049,0,"NO","VC",NA,NA,0,0,0,0,494,0,371,0,2499,0,198,0,519,0,0,0
"dsDNA_phage_433",13479,"Low-quality","LYTIC",0,0,1,"GCA_000203875.1","Ralstonia","Ralstonia eutropha JMP134",NA,NA,NA,NA,NA,NA,0,0,509,0,162,0,293,0,0,0,0,0,0,0,0,0
"dsDNA_phage_434",10126,"Not-determined","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0
"dsDNA_phage_435",16752,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,641,0,203,0,0,0,0,0
"dsDNA_phage_436",10232,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0
"dsDNA_phage_437",19646,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4046,0,0,0,0,0,0,0,0,0
"dsDNA_phage_438",12873,"Low-quality","TEMPERATE",0,0,1,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0
"dsDNA_phage_439",17940,"Not-determined","LYTIC",0,0,1,"GCA_002007785.1","Pseudomonas","Pseudomonas azotoformans",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_44",11426,"Not-determined","TEMPERATE",1,0,0,"GCA_000019965.1","Opitutus","Opitutus terrae PB90-1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,228,275,0,0
"dsDNA_phage_440",12270,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
"dsDNA_phage_441",10140,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5521,0,0,0,0
"dsDNA_phage_442",21714,"Low-quality","LYTIC",0,0,1,NA,NA,NA,989,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,19449,0,0,0,0
"dsDNA_phage_443",12623,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,0
"dsDNA_phage_444",12894,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1254,0,"YES","OUTLIER",NA,NA,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0
"dsDNA_phage_445",37857,"Medium-quality","LYTIC",0,0,1,"GCA_000257545.3","Pseudomonas","Pseudomonas mandelii JR-1",162,0,"NO","VC",NA,NA,0,1036,0,0,0,0,0,0,2256,0,0,82199,0,0,0,0
"dsDNA_phage_446",11721,"Not-determined","LYTIC",0,0,1,"GCA_002355315.1","Pseudomonas","Pseudomonas frederiksbergensis",1494,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,2388,0,0,0,0
"dsDNA_phage_447",12966,"Low-quality","LYTIC",0,0,1,"GCA_900019315.1","Candidatus","Candidatus Tremblaya princeps",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0
"dsDNA_phage_448",12433,"Low-quality","LYTIC",0,0,1,"GCA_000599545.1","Rhodococcus","Rhodococcus opacus PD630",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0
"dsDNA_phage_449",10057,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1495,0,"NO","VC",NA,NA,0,130,0,0,0,0,0,0,427,0,0,0,0,0,0,0
"dsDNA_phage_45",10013,"Low-quality","LYTIC",1,0,0,"GCA_000306785.1","Modestobacter","Modestobacter marinus",1461,0,"NO","VC",NA,NA,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_450",10435,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,438,0,0,0,0,0,0,0,0,0,1155,0,0,0,0
"dsDNA_phage_451",16616,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",1497,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,4139,0,0,0,0
"dsDNA_phage_452",10774,"Low-quality","LYTIC",0,0,1,"GCA_000494755.1","Actinoplanes","Actinoplanes friuliensis DSM 7358",NA,NA,NA,NA,NA,NA,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_453",37495,"Low-quality","TEMPERATE",0,0,1,"GCA_001682195.1","Flammeovirga","Flammeovirga sp. MY04",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0
"dsDNA_phage_454",19080,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1542,0,0,0,0,0,0,0,0,0
"dsDNA_phage_455",20768,"Low-quality","LYTIC",0,0,1,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1290,0,328,0,882,0,0,0
"dsDNA_phage_456",10035,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",1497,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,6980,0,0,0,0
"dsDNA_phage_457",11950,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_458",10308,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",1467,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0
"dsDNA_phage_459",18951,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1459,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,0
"dsDNA_phage_46",15271,"Low-quality","LYTIC",1,0,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,760,0,454,0,374,0,1016,0,0,0,0,0,0,0,0,0
"dsDNA_phage_460",10601,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0
"dsDNA_phage_461",10818,"Low-quality","TEMPERATE",0,0,1,"GCA_001611795.1","Streptomyces","Streptomyces sp. S10(2016)",NA,NA,NA,NA,NA,NA,0,0,0,0,370,0,322,0,0,0,0,0,0,0,0,0
"dsDNA_phage_462",12357,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3978,0,0,0,0
"dsDNA_phage_463",14354,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1416,0,344,0,2098,0,174,0,378,0,0,0
"dsDNA_phage_464",11668,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",1496,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0
"dsDNA_phage_465",11129,"Low-quality","LYTIC",0,0,1,NA,NA,NA,990,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,7985,0,0,0,0
"dsDNA_phage_466",10183,"Low-quality","LYTIC",0,0,1,"GCA_000816145.1","Pseudothermotoga","Pseudothermotoga hypogea DSM 11164 = NBRC 106472",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0
"dsDNA_phage_467",11494,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",1498,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_468",14185,"Not-determined","LYTIC",0,0,1,"GCA_001547915.1","Pseudomonas","Pseudomonas sp. St29",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_469",13548,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,230,0,770,0,1708,0,0,0,0,0,0,0,0,0
"dsDNA_phage_47",14396,"Low-quality","TEMPERATE",1,0,0,NA,NA,NA,1250,0,"YES","VC","Podoviridae",NA,184,0,0,0,0,0,162,0,0,0,176,0,256,0,0,0
"dsDNA_phage_470",10973,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1463,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0
"dsDNA_phage_471",10560,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3494,0,0,0,0
"dsDNA_phage_472",23935,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0
"dsDNA_phage_473",12011,"Not-determined","LYTIC",0,0,1,"GCA_002128325.1","Pseudomonas","Pseudomonas fragi",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0
"dsDNA_phage_474",26846,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2563,0,0,0,0
"dsDNA_phage_475",23699,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1895,0,0,0,0,0,0,0,0,0
"dsDNA_phage_476",13405,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0
"dsDNA_phage_477",11385,"Not-determined","LYTIC",0,0,1,"GCA_001612705.1","Pseudomonas","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7706,0,0,0,0
"dsDNA_phage_478",13810,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0
"dsDNA_phage_479",13117,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,524,0,123,0,0,0,0,0
"dsDNA_phage_48",11082,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_480",10264,"Not-determined","LYTIC",0,0,1,"GCA_000963495.1","Pseudomonas","Pseudomonas fluorescens PICF7",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0
"dsDNA_phage_481",13160,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,230,0,657,0,0,0,0,0,0,0,0,0
"dsDNA_phage_482",14400,"Low-quality","LYTIC",0,0,1,"GCA_000014565.1","Rhodococcus","Rhodococcus jostii RHA1",1493,0,"NO","VC",NA,NA,119,146,0,0,0,0,1007,0,0,0,0,0,0,0,0,0
"dsDNA_phage_483",10858,"Low-quality","LYTIC",0,0,1,NA,NA,NA,990,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,5794,0,0,0,0
"dsDNA_phage_484",46364,"High-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2583,0,0,0,0,0,0,0,0,0
"dsDNA_phage_485",10583,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,158,0,0,0,0,6662,0,0,0,0
"dsDNA_phage_486",12386,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_487",11225,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,113,0,1168,0,0,0
"dsDNA_phage_488",13406,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0
"dsDNA_phage_489",16166,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,196,0,323,0,0,0,0,0,0,0,0,0
"dsDNA_phage_49",12256,"Low-quality","LYTIC",1,0,0,"GCA_000018005.1","Frankia","Frankia sp. EAN1pec",1458,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_490",10505,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,337,0,0,0,0,0,0,0,0,0,9116,0,0,0,0
"dsDNA_phage_491",11190,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,438,0,5368,0,0,0,0,0,0,0,0,0
"dsDNA_phage_492",32541,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2227,0,0,0,0,0,0,0,0,0
"dsDNA_phage_493",43085,"Medium-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5958,0,479,0,0,0,0,0
"dsDNA_phage_494",12373,"Not-determined","LYTIC",0,0,1,"GCA_002028325.1","Pseudomonas","Pseudomonas veronii",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3130,0,0,0,0
"dsDNA_phage_495",23744,"Not-determined","LYTIC",0,0,1,"GCA_001708465.1","Pseudomonas","Pseudomonas fluorescens",1487,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,11272,0,0,0,0
"dsDNA_phage_496",24668,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0
"dsDNA_phage_497",51400,"Medium-quality","LYTIC",0,0,1,"GCA_000016645.1","Flavobacterium","Flavobacterium johnsoniae UW101",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5135,0,0,0
"dsDNA_phage_498",42112,"Medium-quality","LYTIC",0,0,1,NA,NA,NA,292,0,"YES","VC","Siphoviridae",NA,0,1831,0,0,0,0,0,0,0,0,0,86567,0,0,0,0
"dsDNA_phage_499",10208,"Not-determined","LYTIC",0,0,1,"GCA_002874965.1","Pseudomonas","Pseudomonas sp. NC02",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,6322,0,0,0,0
"dsDNA_phage_5",12342,"Not-determined","LYTIC",1,0,0,"GCA_000184745.1","Variovorax","Variovorax paradoxus EPS",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_50",35603,"Low-quality","LYTIC",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4150,0,6881,0,0,0,0,0,0,0,0,0
"dsDNA_phage_500",12586,"Low-quality","LYTIC",0,0,1,NA,NA,NA,1129,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,12435,0,0,0,0
"dsDNA_phage_501",12032,"Low-quality","LYTIC",0,0,1,"GCA_000494755.1","Actinoplanes","Actinoplanes friuliensis DSM 7358",NA,NA,NA,NA,NA,NA,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_502",15394,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,312,0,7146,0,0,0,0,0,497,0,0,0
"dsDNA_phage_503",13360,"Not-determined","TEMPERATE",0,0,1,"GCA_002163625.1","Pseudomonas","Pseudomonas sp. M30-35",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,0
"dsDNA_phage_504",10470,"Not-determined","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,600,0,208,0,432,0,0,0
"dsDNA_phage_505",15106,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1360,0,0,0,681,0,0,0
"dsDNA_phage_506",14233,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0
"dsDNA_phage_507",11203,"Low-quality","LYTIC",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0
"dsDNA_phage_508",21108,"Low-quality","TEMPERATE",0,0,1,NA,NA,NA,1499,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_509",36814,"Medium-quality","TEMPERATE",0,0,1,NA,NA,NA,976,0,"YES","OUTLIER",NA,NA,0,0,0,0,5899,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_51",17902,"Low-quality","TEMPERATE",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,0,190,0,0,0,0,0,0,0,366,0,233,0,0,0
